0.182245	0.378163	This
0.378163	0.620522	was
0.683651	1.004376	easy
1.018889	1.223515	for
1.223515	1.586327	us
0.182245	0.378163	This
0.378163	0.620522	was
0.683651	0.840385	ea
0.841111	1.004376	siy
1.018889	1.223515	for
1.223515	1.586327	us

0.140159	0.389773	This
0.389773	0.627052	was
0.681474	1.002925	easy
1.002925	1.272857	for
1.273583	1.586327	us
0.140159	0.389773	This
0.389773	0.627052	was
0.681474	0.841837	ea
0.841837	1.002925	siy
1.002925	1.272857	for
1.273583	1.586327	us

