0.147415	0.485556	Bricks
0.485556	0.648095	are
0.649546	0.797574	an
0.799025	1.569637	alternative
0.147415	0.485556	briks
0.485556	0.648095	ar
0.649546	0.797574	an
0.799025	0.955760	al
0.955760	1.031950	ter
1.031950	1.261973	na
1.261973	1.569637	tiv

0.175714	0.478299	Bricks
0.482653	0.614717	are
0.614717	0.752041	an
0.752041	1.550771	alternative
0.175714	0.478299	briks
0.482653	0.614717	ar
0.614717	0.752041	an
0.752041	0.894807	al
0.931814	0.990590	ter
0.990590	1.178526	na
1.224966	1.550771	tiv

