0.305601	0.761293	Birthday
0.822245	1.246009	parties
1.246009	1.391134	have
1.510136	1.971633	cupcakes
1.971633	2.071769	and
2.071769	2.274943	ice
2.321383	2.541973	cream
0.305601	0.616168	berth
0.616168	0.761293	day
0.822245	1.045737	par
1.045737	1.246009	ties
1.246009	1.391134	hav
1.510136	1.732177	cup
1.732177	1.971633	keks
1.971633	2.071769	and
2.071769	2.274943	ais
2.321383	2.541973	crim

0.323016	0.778707	Birthday
0.818617	1.242381	parties
1.264150	1.429592	have
1.521020	1.995215	cupcakes
1.995215	2.112404	and
2.112404	2.315578	ice
2.366372	2.586961	cream
0.323016	0.606009	berth
0.606009	0.778707	day
0.818617	1.036304	par
1.036304	1.242381	ties
1.264150	1.429592	have
1.521020	1.756122	cup
1.756122	1.995215	keks
1.995215	2.112404	and
2.112404	2.315578	ais
2.366372	2.586961	crim

