0.215624	0.529819	Where
0.531270	0.721383	were
0.722109	1.049365	you
1.049365	1.281565	while
1.296803	1.451361	we
1.451361	1.592857	were
1.592857	1.888912	away
0.215624	0.529819	wher
0.531270	0.721383	wer
0.722109	1.049365	you
1.049365	1.281565	vil
1.296803	1.451361	we
1.451361	1.592857	wer
1.592857	1.692993	a
1.692993	1.888912	way

0.215624	0.523288	Where
0.537800	0.743878	were
0.743878	1.109592	you
1.109592	1.317120	while
1.344694	1.486916	we
1.527551	1.655261	were
1.655986	1.952041	away
0.215624	0.523288	wher
0.537800	0.743878	wer
0.743878	1.109592	you
1.109592	1.317120	vil
1.344694	1.486916	we
1.527551	1.655261	wer
1.655261	1.757937	a
1.757937	1.952041	way

