0.312857	0.928186	Aluminum
0.928186	1.645102	silverware
1.730726	1.877302	can
1.877302	2.372177	often
2.401202	2.553583	be
2.559388	3.094898	flimsy
0.312857	0.418798	a
0.418798	0.610363	lu
0.613265	0.732268	mi
0.732268	0.928186	num
0.928186	1.198118	sil
1.224240	1.423061	ver
1.423061	1.645102	wer
1.730726	1.877302	can
1.877302	2.160295	of
2.160295	2.363469	ten
2.401202	2.553583	be
2.559388	2.871406	flim
2.871406	3.094898	sy

0.187211	0.733605	Aluminum
0.733605	1.430930	silverware
1.513651	1.681995	can
1.726984	2.118821	often
2.160181	2.282812	be
2.325624	2.819773	flimsy
0.187211	0.274286	a
0.274286	0.444082	lu
0.445533	0.560181	mi
0.560181	0.734331	num
0.733605	0.999909	sil
1.021678	1.213243	ver
1.213243	1.430930	wer
1.513651	1.681995	can
1.726984	1.912744	of
1.912744	2.117370	ten
2.160181	2.282812	be
2.325624	2.599184	flim
2.602086	2.819773	sy

