,precision,recall,fscores,MAPs,nDCGs
0,0.7022222222222222,0.11475271377430368,0.18932487618321636,0.7022222222222222,0.5544444444444444
1,0.5688888888888889,0.18346187402992503,0.26045162898650304,0.7333333333333333,0.5016337822205378
2,0.5022222222222222,0.23946741483424888,0.3016619517424976,0.7400000000000002,0.4760320318096471
3,0.45444444444444443,0.28096423957813244,0.3217664727840147,0.7307407407407408,0.46805350187043
4,0.4080000000000004,0.3089829641485811,0.32501914442443913,0.7280555555555557,0.4604839115375841
5,0.37999999999999995,0.33753403966510637,0.33022515506847583,0.7138925925925926,0.46229958954079764
6,0.35746031746031803,0.3667374368488958,0.3344168872437016,0.6971723104056438,0.467763098926083
7,0.33666666666666667,0.39190120082638535,0.3347800018823051,0.6888466868228771,0.47342588530003366
8,0.3160493827160499,0.4070917183823527,0.32892673182161786,0.6786867346938775,0.4753498414271669
9,0.30088888888888904,0.4263385209624885,0.32668413846248834,0.6665977828168301,0.4797602945665714
