,precision,recall,fscores,MAPs,nDCGs
0,0.6355555555555555,0.10733346681326106,0.1761409170776886,0.6355555555555555,0.5111111111111111
1,0.5488888888888889,0.17919169632321474,0.25430285638158995,0.6844444444444444,0.478409725666585
2,0.4933333333333333,0.23461910700554883,0.29624304192339107,0.6981481481481485,0.46021575702142703
3,0.45555555555555555,0.2822316604651612,0.32293150675837934,0.6925925925925926,0.4572364116836341
4,0.4142222222222227,0.31276906388762205,0.32941438660915484,0.6873888888888886,0.45369216824712233
5,0.3814814814814814,0.33894209637437994,0.3315901277233037,0.6789024691358025,0.45405814134767636
6,0.35111111111111143,0.35830803545871004,0.3276111771250168,0.6696433862433863,0.45555796215642325
7,0.3338888888888889,0.3861584055078632,0.3308103669880347,0.6570763164525071,0.4620576778281555
8,0.31160493827160535,0.401366443924364,0.32452564978538817,0.64773885739481,0.4645457456854043
9,0.297777777777778,0.4217840466556923,0.3233403849895272,0.6404462494051117,0.4698453817808138
