,precision,recall,fscores,MAPs,nDCGs
0,0.7155555555555555,0.11856634023498894,0.1947416816000218,0.7155555555555555,0.5788888888888889
1,0.5711111111111111,0.1850538042493062,0.2621612312750526,0.7422222222222222,0.5150119917303676
2,0.5081481481481479,0.24131339782729075,0.30449812091110284,0.7466666666666668,0.4888355315534497
3,0.45111111111111113,0.2776808501280763,0.31848046574362165,0.738888888888889,0.4732034858055469
4,0.4124444444444451,0.3109287220943392,0.32796285074495707,0.7336172839506172,0.4678961905953792
5,0.38148148148148153,0.3410469958447292,0.33259563189509306,0.7251543209876544,0.4689397731423777
6,0.3561904761904768,0.36547836514154824,0.33287859306819295,0.7129585537918869,0.4715393519599714
7,0.33111111111111113,0.38313219669011656,0.3277363159020535,0.702605845301083,0.4728469346143606
8,0.31308641975308693,0.4043354476874854,0.3261528947557989,0.6882894557823127,0.4785747858184104
9,0.2964444444444445,0.41995662897533326,0.3215535480372852,0.6813129538646733,0.48157602832682406
