,precision,recall,fscores,MAPs,nDCGs
0,0.6666666666666666,0.11203018503216708,0.18350599644276802,0.6666666666666666,0.6666666666666666
1,0.5733333333333334,0.18566312505396165,0.2633056379614102,0.7177777777777777,0.7208660599350564
2,0.5096296296296295,0.2418995825088101,0.30499022315384444,0.7255555555555558,0.7361591393271909
3,0.45444444444444443,0.2798027053969904,0.32064204977703237,0.7239506172839508,0.7462557743726935
4,0.4115555555555559,0.30882006589940836,0.32579514191058156,0.714530864197531,0.7474158338358013
5,0.3851851851851852,0.3394455597850887,0.3331043016981527,0.7040753086419753,0.7445250521945121
6,0.36000000000000043,0.36637402893194887,0.33525290919962214,0.6954379188712522,0.7483505553391055
7,0.3338888888888889,0.3849113347633722,0.3302361615385943,0.6843577979339881,0.743619524342815
8,0.3111111111111116,0.3988929278253574,0.3230737677514538,0.6769447215923408,0.7401587993015785
9,0.2937777777777778,0.41462362259784785,0.3182713417855428,0.6641852061812381,0.7361527076417962
