,precision,recall,fscores,MAPs,nDCGs
0,0.6977777777777778,0.11613849030713902,0.19067768024190282,0.6977777777777778,0.6977777777777778
1,0.5688888888888889,0.183434547543775,0.2600547781083999,0.7355555555555555,0.7346624131934814
2,0.5096296296296295,0.24225595453184878,0.3055128197199193,0.7411111111111113,0.7516819658106052
3,0.45666666666666667,0.28284426260521434,0.3238299516813429,0.7408641975308643,0.7658274590109896
4,0.4142222222222226,0.3145169605577067,0.33031957693539793,0.7335000000000003,0.7656378287280843
5,0.3837037037037036,0.34066135452049146,0.3330089152978502,0.7184555555555554,0.7609021238830419
6,0.35809523809523863,0.3655171265750466,0.33350293630202765,0.7103310405643735,0.7623544505167077
7,0.3333333333333333,0.3848018128401249,0.3295794293970448,0.6966801965230532,0.7551128151301346
8,0.315555555555556,0.4047626254479964,0.32760154216860854,0.6856991244646002,0.7524250696435688
9,0.29377777777777786,0.41525238260442016,0.3184655898274085,0.6801956769127402,0.7516417301644229
