,precision,recall,fscores,MAPs,nDCGs
0,0.6622222222222223,0.1123941505013957,0.1840492063193112,0.6622222222222223,0.6622222222222223
1,0.5622222222222222,0.18488829929874379,0.2611056485993981,0.7044444444444444,0.7025088694727756
2,0.5051851851851852,0.23956134362351242,0.30235670416024163,0.7159259259259261,0.7235667197372485
3,0.4477777777777778,0.27630078139506636,0.31625925440476327,0.7158024691358024,0.7331650095889608
4,0.4088888888888892,0.3053910050317511,0.3229773968379343,0.7028765432098765,0.7344745129222005
5,0.3762962962962962,0.33297430758050317,0.32578145014030047,0.6970271604938271,0.7359002360569209
6,0.34857142857142903,0.35661309036634464,0.3251959854327061,0.6874287477954141,0.7366611580997364
7,0.3288888888888889,0.3788175076028783,0.3250874077316989,0.6770158226253464,0.7343913626294587
8,0.3116049382716053,0.3981952411027995,0.3229520302935614,0.6684272864701439,0.7337198904501352
9,0.2920000000000002,0.4101990755399674,0.3154563266519684,0.6603438775510209,0.7325877564662632
