,precision,recall,fscores,MAPs,nDCGs
0,0.2,0.030346447116312947,0.05032345586291066,0.2,0.1511111111111111
1,0.18444444444444444,0.054833252250176906,0.0789964644270742,0.2511111111111111,0.14764250274785942
2,0.1629629629629629,0.07230304788663923,0.0922535544968551,0.27555555555555566,0.14506667678094098
3,0.15,0.08778541120233585,0.10110019760861952,0.2892592592592594,0.14551288594414463
4,0.1448888888888887,0.10661857576357056,0.11162269717074756,0.2895246913580249,0.14952367678977516
5,0.14444444444444454,0.12264560610432637,0.12118367226755665,0.2926543209876544,0.15567840623323378
6,0.1415873015873014,0.14311578407450437,0.13019855000488895,0.29416666666666685,0.16421604087745217
7,0.1361111111111111,0.15616957596162961,0.13352145764307138,0.2913818342151677,0.16850414349351706
8,0.13333333333333314,0.17271446933985643,0.1384892764057336,0.2893328924162259,0.17381070243212404
9,0.12844444444444453,0.18235881881753924,0.13906061407999526,0.2872770219198793,0.17793326108553525
