,precision,recall,fscores,MAPs,nDCGs
0,0.2222222222222222,0.03660635614815182,0.05995042148987629,0.2222222222222222,0.16555555555555557
1,0.18888888888888888,0.05822923508475624,0.08247361690422665,0.2688888888888889,0.15826448722718103
2,0.16148148148148142,0.07227805301863166,0.09173334955692951,0.2818518518518519,0.14833224047085503
3,0.1511111111111111,0.0886230822583977,0.1020992196468572,0.29481481481481486,0.14927308179183896
4,0.14399999999999982,0.10433455369793924,0.11085898337813797,0.3001790123456792,0.1522417063025613
5,0.13333333333333341,0.11400175640693766,0.1122185059087557,0.3000555555555557,0.15257875799299497
6,0.12571428571428556,0.124026608098456,0.11410101169534749,0.29545943562610244,0.1544081773188602
7,0.12555555555555556,0.14097281621133076,0.12183418585714717,0.2968592592592593,0.16193968816686025
8,0.11999999999999983,0.1500503066221545,0.12262773062928292,0.2942939909297054,0.16439556853652196
9,0.11377777777777787,0.15739085496270286,0.12151494068791537,0.29259616612076955,0.16645055127634698
