,precision,recall,fscores,MAPs,nDCGs
0,0.25333333333333335,0.03862350339336923,0.06390380144325623,0.25333333333333335,0.18555555555555556
1,0.20444444444444446,0.06153519228545028,0.0880192034890289,0.29555555555555557,0.16845353692088202
2,0.18074074074074073,0.0818225592394839,0.10380762627074108,0.3151851851851853,0.16219046644573604
3,0.16111111111111112,0.0969867014650296,0.11090778858249577,0.3261728395061728,0.16049845993249923
4,0.1528888888888887,0.11328184459350604,0.11893230477447275,0.3218086419753088,0.16359680737775945
5,0.1459259259259259,0.12840785003323701,0.12454420169722948,0.3187296296296297,0.16718987600893956
6,0.1384126984126982,0.14104645833851198,0.1278076184657563,0.31947037037037046,0.16986447163226714
7,0.13722222222222222,0.15688877034749063,0.13428374111006294,0.31825202821869497,0.17608557656766063
8,0.1348148148148146,0.17138416877622248,0.13870604472123216,0.31437583774250466,0.18136662856195768
9,0.13200000000000012,0.18499947997192584,0.14218063811325726,0.31065996472663154,0.18665048562119835
