,precision,recall,fscores,MAPs,nDCGs
0,0.6533333333333333,0.11173806584531104,0.18280726307736797,0.6533333333333333,0.5277777777777778
1,0.56,0.18347342223680793,0.2595125918835344,0.7,0.4948161927224
2,0.5022222222222221,0.2366079205034226,0.29902229328197116,0.7155555555555559,0.4749189402142911
3,0.4411111111111111,0.27552771495533324,0.3138124090363493,0.7159259259259261,0.46018233201592434
4,0.4071111111111113,0.3063673065080525,0.322759635659389,0.7023580246913582,0.45657329361941185
5,0.3733333333333333,0.33275473086092644,0.3245000031921869,0.692916049382716,0.45637672866468115
6,0.3485714285714289,0.35576139884798647,0.3250129191163065,0.6830971781305114,0.45867166374934637
7,0.3277777777777778,0.37819848209879525,0.3243813821969841,0.675868153187201,0.46236795055023316
8,0.30962962962963003,0.3956683081954745,0.3210400127704573,0.6655983623078865,0.46626866985718896
9,0.28888888888888903,0.40824119391541924,0.3129217564844462,0.6581441945914173,0.4665585693663732
