,precision,recall,fscores,MAPs,nDCGs
0,0.04888888888888889,0.007347442680776014,0.012467372134038802,0.04888888888888889,0.03666666666666667
1,0.044444444444444446,0.015296296296296297,0.02146470305293835,0.06444444444444444,0.03830524944312275
2,0.05481481481481482,0.02627325760659094,0.033424307718425375,0.08518518518518516,0.04608194774980096
3,0.06111111111111111,0.03923222949889616,0.044830698890803496,0.10148148148148146,0.05416568286193619
4,0.058666666666666624,0.048407874841208176,0.04945200749638312,0.11070370370370367,0.058087554672959694
5,0.051851851851851816,0.05126501769835103,0.04798266150847792,0.11033333333333328,0.057332575833296276
6,0.04952380952380951,0.05531198744410373,0.0481695182849424,0.11385714285714281,0.058817053835644256
7,0.04888888888888889,0.062128565927348875,0.05061268281566892,0.11737566137566134,0.06106989393581742
8,0.04641975308641968,0.06702263482141776,0.05058250625756729,0.12033862433862429,0.06294927679703
9,0.04355555555555549,0.06896619743164706,0.04937434362612287,0.1218386243386243,0.06386997098245586
