,precision,recall,fscores,MAPs,nDCGs
0,0.15555555555555556,0.02361877628544295,0.03938005358617506,0.15555555555555556,0.12555555555555556
1,0.14,0.042768064034730685,0.061744274365189394,0.2088888888888889,0.12762233682123394
2,0.13629629629629617,0.06628310454977121,0.0824008471278545,0.24481481481481485,0.13169826947003413
3,0.12111111111111111,0.07804773498106828,0.08734091138636169,0.25592592592592595,0.12872672788188347
4,0.11022222222222205,0.08844966893472635,0.09011118785277705,0.2605555555555556,0.12756666538712927
5,0.10148148148148158,0.09882398162276451,0.0915998805522834,0.2634444444444445,0.12940976847535576
6,0.09650793650793642,0.10802520015731637,0.09341488973656259,0.26800529100529114,0.131623493848376
7,0.09277777777777778,0.11773331303209589,0.09533924744780094,0.2696737213403882,0.1353268088367714
8,0.08790123456790108,0.12364309460854413,0.0946754579459828,0.26963033509700196,0.13698315795295565
9,0.0831111111111111,0.13142985106196725,0.09406741642637395,0.26601922398589084,0.1393917815205769
