,precision,recall,fscores,MAPs,nDCGs
0,0.12444444444444444,0.019961088294421628,0.03315389548722882,0.12444444444444444,0.09222222222222222
1,0.12222222222222222,0.040491070657737306,0.05760277340669497,0.18,0.09988010020190972
2,0.11407407407407397,0.051147150465541254,0.06602208470599522,0.2092592592592593,0.10118952476463712
3,0.10222222222222223,0.06331434623273699,0.07241539185964649,0.22395061728395063,0.10250817136329379
4,0.0977777777777776,0.07648221540060617,0.07942517497226517,0.23019753086419756,0.1046939651717904
5,0.0903703703703704,0.08215872589084215,0.07958340360032261,0.23509876543209876,0.10501204834308177
6,0.08571428571428562,0.0906221169059573,0.0815449352045285,0.237552733686067,0.1063772436197205
7,0.07833333333333334,0.09369680148064188,0.07904668665873761,0.23699717813051147,0.10611133960785982
8,0.07259259259259244,0.0991253729092133,0.07761588389437889,0.23588606701940038,0.10750657482229438
9,0.06977777777777765,0.1067816178987916,0.07834134765635717,0.2343305114638448,0.11056395022341234
