,precision,recall,fscores,MAPs,nDCGs
0,0.057777777777777775,0.008748556576626751,0.014636412969746304,0.057777777777777775,0.03666666666666667
1,0.07111111111111111,0.02245375261515612,0.03262140232074873,0.1,0.05117654513531244
2,0.06222222222222225,0.0314997683278385,0.039564151897485224,0.1137037037037037,0.050885272986057814
3,0.06,0.03973978756785774,0.0452960079826662,0.12296296296296294,0.056393099883122466
4,0.05688888888888885,0.04701633077773427,0.048303588931039906,0.1296296296296296,0.059160376488231727
5,0.05333333333333331,0.051787214215284365,0.04933444585704385,0.1355555555555555,0.06020128319227026
6,0.054603174603174605,0.05984900485746716,0.05327859133501053,0.14022222222222216,0.06472865696396528
7,0.05444444444444444,0.06889351154903268,0.05696020924468597,0.14547089947089945,0.06900028928091925
8,0.05283950617283941,0.07354227019779135,0.057607306214795886,0.14917460317460315,0.07142200170190204
9,0.05244444444444436,0.0798665138553683,0.05929352386574483,0.15134744268077602,0.0749685633128698
